RowNumber,CustomerId,Surname,Geography,Gender,Age,Tenure,NumOfProducts,IsActiveMember,Contract Online,Internet Activity Score,Having Vollkasko,Kasco Changed Score,Exited
2191,15609998,Okwudilichukwu,Germany,Female,59,5,1,0,0,1,0,2,1
2192,15583548,Harrison,Spain,Female,47,6,1,0,1,2,0,2,1
2193,15761763,Jamieson,France,Male,33,8,1,0,0,5,1,0,0
2194,15764409,Goodman,France,Male,37,9,1,1,0,5,1,0,0
2195,15710161,Ko,France,Female,34,2,2,1,0,4,1,0,0
2196,15735246,Norman,Spain,Female,58,9,2,0,1,2,0,2,1
2197,15791700,Ugochukwutubelum,Germany,Male,47,2,4,1,1,2,0,2,1
2198,15670753,Uvarova,Spain,Male,35,2,1,1,0,5,1,0,0
2199,15573876,Chia,Spain,Male,48,8,2,0,0,5,1,0,0
2200,15770174,Piazza,France,Male,29,6,1,0,0,4,1,0,0
2201,15641114,Power,France,Male,37,8,1,1,0,5,1,0,0
2202,15682435,P'eng,France,Male,35,4,2,0,0,5,1,0,0
2203,15751788,Johnson,Spain,Male,28,9,1,1,0,5,1,0,0
2204,15672598,Walker,Spain,Male,30,9,1,1,0,5,1,0,0
2205,15762803,Innes,France,Male,31,3,2,0,0,4,1,0,0
2206,15812982,Francis,Spain,Male,38,2,1,0,0,4,1,0,0
2207,15597901,Chidozie,France,Male,34,1,1,1,0,4,1,0,0
2208,15731507,Mackenzie,France,Female,33,1,1,0,0,4,1,0,0
2209,15809826,Craigie,France,Female,46,2,1,0,0,3,0,2,1
2210,15764237,Manfrin,Spain,Male,33,9,2,0,0,5,1,0,0
2211,15769917,Onyekachi,Germany,Female,34,1,3,1,0,4,1,0,0
2212,15641850,Pethard,France,Male,40,0,1,0,0,4,1,0,0
2213,15770974,Nwabugwu,Germany,Female,37,8,2,0,0,5,1,0,0
2214,15803749,DeRose,Germany,Female,41,4,2,1,0,1,0,2,1
2215,15684999,Ch'eng,France,Female,26,4,2,1,0,5,1,0,0
2216,15770225,Padovesi,France,Male,36,9,2,1,0,4,1,0,0
2217,15627484,Obielumani,France,Female,47,5,1,0,0,4,1,0,0
2218,15610337,Stephens,Spain,Male,35,2,1,0,0,5,1,0,0
2219,15752488,Emery,Spain,Female,31,9,1,1,0,5,1,0,0
2220,15610056,Dufresne,Germany,Female,34,6,2,1,0,5,1,0,0
2221,15806049,Lee,Germany,Female,49,5,1,0,0,5,1,0,0
2222,15736069,Hsing,Germany,Female,35,6,1,0,1,1,0,1,1
2223,15763662,Longo,Germany,Male,43,2,2,1,0,5,1,0,0
2224,15615575,Vial,France,Male,34,8,2,1,0,4,1,0,0
2225,15691723,Chukwudi,Spain,Male,55,9,1,0,0,5,1,0,0
2226,15774098,Grant,Germany,Male,38,3,2,1,0,4,1,0,0
2227,15750808,Ma,Spain,Male,46,2,2,1,0,4,1,0,0
2228,15744368,Sun,Spain,Male,58,6,1,1,0,5,1,0,0
2229,15610594,Moss,France,Female,37,8,2,0,0,5,1,0,0
2230,15756125,Booth,Spain,Male,44,5,2,0,0,4,1,0,0
2231,15623277,Ross,France,Female,30,8,2,1,0,4,1,0,0
2232,15795954,Ndukaku,France,Male,35,2,1,0,0,5,1,0,0
2233,15671969,Pruneda,Spain,Male,36,8,2,0,0,5,1,0,0
2234,15791268,Neumann,Spain,Male,38,0,1,0,0,5,1,0,0
2235,15713655,Calabrese,France,Female,38,10,2,1,1,2,0,2,1
2236,15633930,Yobachukwu,Spain,Female,56,6,2,0,1,0,0,1,1
2237,15712849,Tung,Germany,Male,41,3,1,0,0,0,0,1,1
2238,15639077,Marchesi,France,Female,30,2,3,0,1,3,0,2,1
2239,15808784,Hess,France,Male,28,2,2,1,0,4,1,0,0
2240,15648577,Pickering,France,Female,31,3,1,1,0,2,0,2,1
2241,15670345,Mazzi,Germany,Female,33,6,1,0,0,5,1,0,0
2242,15633112,Madukaego,Germany,Male,42,3,2,0,1,2,0,1,1
2243,15714397,Trentino,Germany,Female,30,2,2,1,0,5,1,0,0
2244,15780038,Paterson,Spain,Male,38,6,1,0,0,0,0,2,1
2245,15756305,Marchesi,France,Female,66,6,2,1,0,4,1,0,0
2246,15578799,Anayolisa,France,Female,58,10,1,1,1,3,0,2,1
2247,15800326,Poole,Spain,Female,39,6,2,0,0,4,1,0,0
2248,15785485,Zhou,Germany,Female,41,2,1,1,0,5,1,0,0
2249,15783958,Bates,Spain,Female,37,1,2,0,0,4,1,0,0
2250,15727546,Olejuru,France,Male,35,9,2,1,0,5,1,0,0
2251,15739576,Bustard,Spain,Male,20,8,2,1,0,5,1,0,0
2252,15631333,Wade,Spain,Female,25,8,1,0,0,5,1,0,0
2253,15604782,Tan,Germany,Female,33,7,1,1,0,4,1,0,0
2254,15589643,Ngozichukwuka,Spain,Female,41,7,1,1,0,5,1,0,0
2255,15585533,Calabrese,France,Male,36,6,1,1,0,4,1,0,0
2256,15681506,Lane,Spain,Male,43,1,2,1,0,4,1,0,0
2257,15630551,Forbes,France,Male,33,2,1,1,0,5,1,0,0
2258,15698349,Davy,Spain,Female,35,4,2,1,0,4,1,0,0
2259,15776631,Ma,France,Female,36,5,1,1,0,5,1,0,0
2260,15762216,Barrera,France,Female,41,4,2,0,0,4,1,0,0
2261,15623927,Alexander,France,Male,55,9,2,1,0,5,1,0,0
2262,15681402,Ngozichukwuka,Germany,Female,61,1,1,1,0,5,1,0,0
2263,15586264,Murray,France,Male,43,2,1,0,0,3,0,1,1
2264,15594685,Hall,France,Female,49,2,2,0,0,4,1,0,0
2265,15812945,Padovesi,France,Female,29,0,1,1,0,5,1,0,0
2266,15734628,Lysaght,France,Female,35,5,2,0,0,4,1,0,0
2267,15629323,Kelechi,Germany,Female,37,4,2,0,1,2,0,2,1
2268,15666823,Nebechi,France,Male,39,4,2,0,0,5,1,0,0
2269,15777553,Hanson,France,Female,56,9,1,0,1,0,0,1,1
2270,15613097,Kao,France,Female,33,4,2,1,0,5,1,0,0
2271,15622217,Tu,France,Female,38,8,2,0,0,0,0,1,1
2272,15703588,Palerma,Germany,Male,25,5,2,0,0,4,1,0,0
2273,15570835,Fallaci,Germany,Female,57,4,1,1,1,1,0,1,1
2274,15679299,Shen,Spain,Female,27,7,1,1,0,4,1,0,0
2275,15808044,Ts'ui,France,Female,65,9,3,0,0,2,0,2,1
2276,15579208,Chikezie,France,Female,48,6,2,1,0,5,1,0,0
2277,15684951,He,France,Female,59,2,2,0,0,1,0,2,1
2278,15667620,Dreyer,France,Female,43,6,2,0,0,4,1,0,0
2279,15582960,Short,France,Female,33,5,1,1,0,4,1,0,0
2280,15590730,Hunt,Spain,Male,34,9,2,0,0,5,1,0,0
2281,15763747,Ricci,France,Male,36,7,2,1,0,4,1,0,0
2282,15778320,Teng,Germany,Female,40,5,1,0,0,4,1,0,0
2283,15642787,Ijendu,France,Male,37,1,1,0,0,5,1,0,0
2284,15624633,Kibby,France,Male,45,9,1,1,0,5,1,0,0
2285,15766765,Obiuto,Germany,Male,39,7,1,0,0,4,1,0,0
2286,15783615,Ramos,Germany,Male,50,3,4,1,0,1,0,2,1
2287,15640161,Calabrese,Germany,Male,44,5,2,0,0,4,1,0,0
2288,15619889,Vasin,France,Male,26,4,1,0,0,5,1,0,0
2289,15579166,Munro,France,Female,30,7,1,1,0,5,1,0,0
2290,15789097,Keeley,France,Male,48,8,2,1,0,3,0,2,1
2291,15674880,Archer,Spain,Male,50,2,2,0,0,4,1,0,0
2292,15778157,Murray,Spain,Male,27,8,2,0,0,4,1,0,0
2293,15779064,Chidiegwu,France,Male,27,2,2,1,0,4,1,0,0
2294,15801265,Tang,Spain,Female,45,0,1,0,1,3,0,2,1
2295,15589204,Farrar,France,Male,33,9,1,0,0,5,1,0,0
2296,15664543,Shaw,France,Male,40,7,1,1,1,3,0,2,1
2297,15582714,Napolitani,Germany,Male,47,9,1,1,1,0,0,2,1
2298,15797595,Greenhalgh,France,Female,40,9,1,1,0,4,1,0,0
2299,15614034,Martin,Germany,Male,61,2,2,1,0,5,1,0,0
2300,15763171,Hu,Germany,Female,25,2,1,1,0,4,1,0,0
2301,15647266,Y?an,Spain,Female,45,10,1,0,0,5,1,0,0
2302,15757577,Odili,France,Female,61,8,2,1,0,5,1,0,0
2303,15736656,H?,France,Female,49,4,2,1,0,4,1,0,0
2304,15635078,Chiemela,Spain,Male,45,0,1,1,0,4,1,0,0
2305,15680141,Yuan,Spain,Female,35,7,1,1,0,4,1,0,0
2306,15576945,Clements,France,Male,29,0,1,0,0,4,1,0,0
2307,15602034,Kolesnikov,France,Female,34,2,1,0,0,4,1,0,0
2308,15732020,Rutherford,Germany,Male,57,6,2,1,0,4,1,0,0
2309,15611029,Hsiung,Germany,Female,33,4,1,0,0,4,1,0,0
2310,15621210,Angelo,Germany,Male,46,9,1,1,1,2,0,1,1
2311,15569222,Mendes,France,Male,32,6,1,1,0,4,1,0,0
2312,15664639,McGregor,France,Male,19,9,1,0,0,4,1,0,0
2313,15724223,Bronner,France,Female,55,5,1,0,1,1,0,2,1
2314,15644621,Mironova,Germany,Female,40,9,2,0,0,4,1,0,0
2315,15756056,Ku,Spain,Female,28,3,2,0,0,5,1,0,0
2316,15700353,Evans,France,Female,37,6,2,0,0,4,1,0,0
2317,15624388,Henderson,Germany,Female,50,5,1,1,1,1,0,1,1
2318,15627212,Smith,France,Female,36,2,1,1,0,5,1,0,0
2319,15648005,Russell,Spain,Male,33,2,2,1,0,4,1,0,0
2320,15681446,Sun,Germany,Female,37,9,1,1,0,4,1,0,0
2321,15775888,McDonald,Germany,Female,38,5,1,1,0,5,1,0,0
2322,15749019,Wong,Germany,Male,45,6,2,1,0,4,1,0,0
2323,15709928,Niu,Spain,Female,41,1,2,0,0,5,1,0,0
2324,15784676,Fanucci,France,Male,51,6,2,0,0,5,1,0,0
2325,15748116,Zetticci,France,Female,29,2,1,1,0,5,1,0,0
2326,15612193,Hsia,Spain,Male,29,10,2,0,0,5,1,0,0
2327,15762984,McIntosh,Spain,Male,35,7,2,0,0,5,1,0,0
2328,15613713,Kozlova,France,Male,30,5,1,1,0,4,1,0,0
2329,15664204,Meany,Spain,Male,29,2,2,1,0,4,1,0,0
2330,15639415,Thompson,France,Male,35,3,1,0,0,4,1,0,0
2331,15806332,Le Gallienne,Spain,Female,39,5,2,1,0,4,1,0,0
2332,15614929,Cheng,Germany,Male,28,0,2,0,0,5,1,0,0
2333,15695492,P'eng,France,Female,29,6,1,0,0,5,1,0,0
2334,15635972,Lloyd,Spain,Male,36,8,2,0,0,5,1,0,0
2335,15616380,Wheeler,Spain,Female,37,1,2,0,0,5,1,0,0
2336,15581440,Christie,Germany,Female,48,6,2,1,0,2,0,2,1
2337,15654390,He,France,Male,33,7,1,0,1,1,0,1,1
2338,15660688,King,Spain,Female,35,9,2,0,0,5,1,0,0
2339,15806307,Favors,France,Male,37,3,2,1,0,5,1,0,0
2340,15647975,Vida,Germany,Male,26,5,1,0,0,4,1,0,0
2341,15595728,Thomas,Germany,Male,41,0,1,0,0,3,0,1,1
2342,15735388,Wayn,France,Female,25,7,2,0,0,4,1,0,0
2343,15788535,Tan,Spain,Male,44,5,1,0,0,4,1,0,0
2344,15765902,Gibson,Germany,Male,38,5,2,1,0,4,1,0,0
2345,15642345,Y?,Germany,Female,49,4,1,0,1,0,0,2,1
2346,15641250,Calabresi,Spain,Male,38,9,1,0,0,5,1,0,0
2347,15706163,Enyinnaya,Germany,Male,46,4,1,0,1,1,0,2,1
2348,15746708,Ritchie,Germany,Male,55,7,1,0,0,2,0,1,1
2349,15775203,Chia,France,Male,45,3,1,0,0,5,1,0,0
2350,15787907,Wang,Germany,Female,42,5,3,0,1,0,0,1,1
2351,15646764,Lorenzo,Germany,Female,58,3,2,0,0,3,0,1,1
2352,15678284,Pai,France,Male,35,7,3,0,0,1,0,2,1
2353,15726791,Nuttall,Spain,Female,45,2,1,1,1,1,0,2,1
2354,15813144,Osborne,France,Female,26,7,2,0,0,4,1,0,0
2355,15669342,Ferri,Germany,Male,35,2,2,0,0,4,1,0,0
2356,15710366,Hamilton,Spain,Female,42,1,1,1,1,2,0,2,1
2357,15614934,McEwan,Germany,Female,37,4,1,0,0,4,1,0,0
2358,15588701,Lai,France,Female,38,4,2,0,0,5,1,0,0
2359,15665438,Hs?,France,Male,43,1,1,1,0,4,1,0,0
2360,15644896,Thompson,Germany,Male,32,3,1,1,0,4,1,0,0
2361,15670205,Boyd,Germany,Female,41,5,1,0,0,4,1,0,0
2362,15635776,Trevisani,Germany,Female,43,5,2,1,0,4,1,0,0
2363,15791053,Lucciano,Germany,Male,45,4,1,1,0,0,0,2,1
2364,15644005,Holman,France,Female,33,9,2,1,0,4,1,0,0
2365,15796343,Bazhenov,France,Female,31,2,2,0,0,5,1,0,0
2366,15751057,Douglas,Germany,Male,32,5,1,0,0,4,1,0,0
2367,15623430,Hill,France,Male,34,9,2,0,0,4,1,0,0
2368,15682600,Lo,Germany,Male,39,9,1,0,1,0,0,2,1
2369,15769312,Forbes,Spain,Male,48,10,2,1,0,5,1,0,0
2370,15708212,Lin,Spain,Female,54,7,1,0,0,3,0,2,1
2371,15650258,Sinclair,France,Female,35,2,1,0,0,4,1,0,0
2372,15604345,Kemp,France,Female,22,9,1,1,0,5,1,0,0
2373,15578297,Ebelegbulam,Germany,Female,43,1,1,0,1,2,0,1,1
2374,15671789,Woods,France,Male,31,3,2,0,0,4,1,0,0
2375,15726186,Genovese,Spain,Male,29,4,2,0,0,4,1,0,0
2376,15764618,Tseng,Spain,Female,39,6,1,1,0,5,1,0,0
2377,15730738,Chiang,Spain,Male,31,9,2,1,0,4,1,0,0
2378,15637650,Williams,France,Male,50,9,2,1,0,4,1,0,0
2379,15606267,Wilson,France,Female,38,4,1,1,0,4,1,0,0
2380,15625904,Wang,France,Male,26,9,2,0,0,4,1,0,0
2381,15654463,Moore,France,Male,34,4,2,0,0,5,1,0,0
2382,15774151,Iadanza,Spain,Female,41,7,1,0,0,3,0,2,1
2383,15693259,Wallace,France,Male,30,1,1,1,0,5,1,0,0
2384,15642468,Clark,France,Male,42,9,2,0,0,4,1,0,0
2385,15758531,Y?,France,Female,40,10,2,0,0,5,1,0,0
2386,15728352,Yermakov,France,Male,27,4,1,0,0,5,1,0,0
2387,15637240,Wei,France,Male,46,4,2,0,0,5,1,0,0
2388,15595588,Chukwunonso,Spain,Female,39,4,2,1,0,4,1,0,0
2389,15778395,McIntyre,Germany,Male,34,4,2,0,0,2,0,1,1
2390,15711825,Ts'ai,Spain,Female,35,1,2,0,0,4,1,0,0
2391,15599251,Chung,Germany,Male,32,7,2,0,0,4,1,0,0
2392,15570004,Tsou,France,Male,31,3,2,0,0,5,1,0,0
2393,15656912,Aitken,Spain,Male,51,4,1,1,0,5,1,0,0
2394,15657342,Dawson,Germany,Male,28,4,1,0,0,2,0,2,1
2395,15716284,Ward,France,Male,43,9,2,1,0,5,1,0,0
2396,15672374,Pai,France,Male,52,8,1,0,0,1,0,2,1
2397,15732476,Ifeanyichukwu,France,Female,27,3,2,1,0,5,1,0,0
2398,15747724,Briggs,Spain,Female,34,10,1,0,0,5,1,0,0
2399,15633877,Morrison,Spain,Female,42,8,1,1,0,4,1,0,0
2400,15672516,Wall,Germany,Male,51,7,2,0,0,5,1,0,0
2401,15607827,Nebechukwu,Germany,Male,34,4,2,1,0,4,1,0,0
2402,15751336,Yao,Spain,Male,30,3,2,1,0,5,1,0,0
2403,15646539,Liao,France,Male,31,3,1,0,0,5,1,0,0
2404,15756901,Ch'ang,France,Female,26,4,2,1,0,4,1,0,0
2405,15809286,Burke,Germany,Male,37,8,2,0,1,1,0,1,1
2406,15759021,Kay,France,Male,35,9,1,0,0,4,1,0,0
2407,15725039,McIntyre,Spain,Male,32,8,1,1,0,5,1,0,0
2408,15579130,Chidiegwu,Germany,Female,43,0,1,0,0,3,0,2,1
2409,15754112,Musgrove,Spain,Male,55,7,2,1,0,4,1,0,0
2410,15735522,Boulger,Germany,Male,37,2,2,0,0,5,1,0,0
2411,15613326,Gow,France,Female,33,1,1,0,0,4,1,0,0
2412,15739502,Amaechi,Germany,Female,31,9,2,1,0,4,1,0,0
2413,15670914,Robe,France,Male,38,2,2,0,0,5,1,0,0
2414,15604073,Bibi,Germany,Female,25,8,1,1,0,5,1,0,0
2415,15806027,Niu,France,Female,52,9,1,0,1,1,0,2,1
2416,15574886,Palerma,France,Male,32,6,1,1,0,4,1,0,0
2417,15707120,Cocci,France,Male,46,9,1,0,0,5,1,0,0
2418,15800845,Artemieva,Spain,Female,33,8,1,1,0,5,1,0,0
2419,15603914,Arcuri,France,Male,40,6,1,1,1,2,0,1,1
2420,15722765,Owen,Spain,Female,57,0,1,1,0,5,1,0,0
2421,15783305,Franklin,France,Female,46,7,1,0,0,4,1,0,0
2422,15574842,Lorenzo,Germany,Female,25,2,3,1,0,5,1,0,0
2423,15607837,Muriel,France,Female,29,4,1,1,0,5,1,0,0
2424,15714877,MacDevitt,France,Female,29,10,2,0,0,4,1,0,0
2425,15782941,Chijindum,France,Male,31,2,2,1,0,4,1,0,0
2426,15630167,Gibson,Spain,Female,39,4,1,1,0,5,1,0,0
2427,15759038,Whitehead,France,Female,41,3,1,0,0,4,1,0,0
2428,15661821,Johnstone,Germany,Female,49,5,1,1,1,0,0,1,1
2429,15728006,Endrizzi,France,Male,40,2,1,0,0,4,1,0,0
2430,15712176,Burke,France,Male,31,8,2,1,0,4,1,0,0
2431,15689351,Johnson,Germany,Female,41,4,1,1,1,1,0,2,1
2432,15782247,Yeh,France,Male,22,4,3,1,1,2,0,1,1
2433,15769064,Marshall,Germany,Male,39,3,1,0,1,2,0,2,1
2434,15718153,Kao,Spain,Female,74,6,1,1,0,4,1,0,0
2435,15613189,Browne,France,Female,52,2,1,0,0,1,0,2,1
2436,15661734,Taylor,Germany,Male,42,8,2,0,0,4,1,0,0
2437,15592645,Gibbons,Spain,Male,37,4,2,0,0,5,1,0,0
2438,15768387,Nott,France,Male,41,8,2,0,0,5,1,0,0
2439,15792525,Lei,Germany,Female,61,1,1,1,1,3,0,2,1
2440,15586976,Alexeeva,France,Female,42,6,1,0,1,2,0,1,1
2441,15790659,Sheets,Spain,Male,59,7,2,1,0,5,1,0,0
2442,15691446,Tokaryev,Spain,Male,29,10,2,1,0,4,1,0,0
2443,15772632,Ts'ui,France,Female,34,1,2,0,0,5,1,0,0
2444,15706587,Johnston,France,Male,57,0,2,1,0,4,1,0,0
2445,15572461,Kung,Germany,Female,29,4,2,0,0,5,1,0,0
2446,15654409,Unwin,France,Female,34,5,1,1,0,5,1,0,0
2447,15568025,Hsueh,France,Male,51,8,1,1,0,4,1,0,0
2448,15715769,Hao,France,Male,26,2,1,1,0,4,1,0,0
2449,15667458,L?,Germany,Male,28,10,1,0,0,5,1,0,0
2450,15567980,Frater,Germany,Female,46,5,1,1,0,1,0,1,1
2451,15679294,Brennan,France,Female,46,10,2,0,0,4,1,0,0
2452,15606507,Pisani,France,Male,24,5,2,0,0,5,1,0,0
2453,15578825,Golubev,France,Female,29,0,1,0,0,5,1,0,0
2454,15619935,Vanmeter,Spain,Female,59,9,1,1,0,5,1,0,0
2455,15636089,Hs?,Germany,Female,51,1,1,0,1,1,0,1,1
2456,15727490,Scott,France,Male,47,5,1,1,1,1,0,2,1
2457,15591766,Crawford,Spain,Female,25,4,1,1,0,4,1,0,0
2458,15641629,P'eng,Spain,Female,38,1,2,1,0,5,1,0,0
2459,15813303,Rearick,Spain,Male,88,10,2,1,0,5,1,0,0
2460,15756920,Genovesi,France,Male,63,9,1,0,0,0,0,1,1
2461,15726403,Glenny,Germany,Male,41,1,1,0,1,3,0,1,1
2462,15592765,Marks,France,Male,40,8,1,1,0,4,1,0,0
2463,15704442,Fleming,France,Female,53,9,4,1,0,2,0,1,1
2464,15641136,Davison,France,Male,32,2,2,1,0,5,1,0,0
2465,15725818,Chibuzo,Germany,Male,40,4,1,1,0,5,1,0,0
2466,15612071,Wilson,Spain,Female,32,10,1,1,0,5,1,0,0
2467,15719809,Endrizzi,Germany,Male,32,3,2,0,0,5,1,0,0
2468,15716518,Yuryeva,France,Female,27,4,2,0,0,4,1,0,0
2469,15742210,Ugochukwu,France,Male,38,9,1,1,0,4,1,0,0
2470,15630617,Lo Duca,Germany,Male,36,6,1,1,1,1,0,2,1
2471,15720838,Gallo,Spain,Female,31,3,1,1,0,4,1,0,0
2472,15595537,Trout,Germany,Male,49,9,2,0,0,5,1,0,0
2473,15623196,Morley,France,Male,38,6,1,1,0,5,1,0,0
2474,15679249,Chou,Germany,Female,57,4,1,0,1,1,0,1,1
2475,15693199,Shao,France,Female,37,8,2,0,0,3,0,1,1
2476,15661219,Trentino,France,Male,32,10,2,0,0,5,1,0,0
2477,15617136,Mazzanti,Germany,Female,38,9,1,1,0,4,1,0,0
2478,15760294,Endrizzi,France,Female,41,8,1,0,0,0,0,1,1
2479,15652808,Monaldo,France,Female,41,5,1,0,0,5,1,0,0
2480,15657139,Otutodilinna,France,Female,40,8,2,1,0,5,1,0,0
2481,15803790,Allen,Germany,Male,37,2,2,1,0,4,1,0,0
2482,15764105,Milne,France,Female,57,1,2,0,0,4,1,0,0
2483,15672610,Somadina,Spain,Male,40,4,1,0,0,4,1,0,0
2484,15766896,Chieloka,France,Male,37,3,2,0,0,5,1,0,0
2485,15587735,Chukwuebuka,France,Male,39,6,1,1,0,5,1,0,0
2486,15659501,Chioke,France,Female,38,6,1,1,0,5,1,0,0
2487,15745001,Kovalev,Spain,Female,36,7,2,0,0,5,1,0,0
2488,15651140,Doherty,France,Female,32,3,1,0,0,4,1,0,0
2489,15571148,Baranov,Spain,Female,21,1,2,0,0,4,1,0,0
2490,15776824,Rossi,France,Male,28,6,1,1,0,4,1,0,0
2491,15633141,Robinson,Germany,Female,35,4,1,0,0,5,1,0,0
2492,15764174,Bidencope,Spain,Female,26,4,2,1,0,5,1,0,0
2493,15778155,T'ien,Germany,Female,31,3,1,1,1,3,0,1,1
2494,15715920,De Bernales,Spain,Male,23,10,1,1,0,4,1,0,0
2495,15671917,Wade,France,Male,46,5,1,1,0,4,1,0,0
2496,15666548,Chung,Germany,Female,56,2,3,0,0,1,0,2,1
2497,15625623,Stevenson,France,Female,45,4,2,1,0,5,1,0,0
2498,15748123,Chienezie,France,Male,20,3,2,1,0,4,1,0,0
2499,15648735,Cashin,France,Male,37,8,2,1,0,4,1,0,0
2500,15634974,Seppelt,France,Female,37,8,4,1,0,0,0,1,1
2501,15713378,Brownless,France,Male,38,10,2,0,0,5,1,0,0
2502,15753370,McDonald,Germany,Female,38,5,1,0,0,4,1,0,0
2503,15782659,Mamelu,France,Male,32,0,1,0,0,5,1,0,0
2504,15583364,McGregor,France,Female,32,6,1,0,0,5,1,0,0
2505,15625942,McDonald,Spain,Female,45,0,2,0,0,4,1,0,0
2506,15720284,Crawford,Germany,Female,37,4,1,0,0,5,1,0,0
2507,15679642,Feng,Spain,Male,44,8,2,1,0,5,1,0,0
2508,15628007,Genovese,France,Male,33,1,2,0,0,5,1,0,0
2509,15661974,Pirozzi,France,Male,46,2,1,1,0,4,1,0,0
2510,15689341,Gibbs,France,Female,50,10,4,0,1,2,0,2,1
2511,15607993,Milne,France,Female,52,2,1,1,0,4,1,0,0
2512,15693267,Dickson,Germany,Female,34,7,1,0,0,4,1,0,0
2513,15769522,O'Connor,France,Male,51,1,1,1,0,5,1,0,0
2514,15755825,McGuirk,France,Male,39,10,2,0,0,4,1,0,0
2515,15598175,Toscani,Germany,Female,26,4,2,0,0,5,1,0,0
2516,15744327,Ruth,France,Male,40,4,1,0,1,2,0,1,1
2517,15798666,Hughes,France,Female,36,6,2,1,0,4,1,0,0
2518,15577064,Onyekaozulu,Germany,Male,36,2,2,0,0,4,1,0,0
2519,15759436,Aksenov,France,Female,50,2,3,1,0,3,0,2,1
2520,15690231,K'ung,Spain,Female,62,0,2,1,0,4,1,0,0
2521,15751561,Meng,Germany,Male,61,7,1,0,1,2,0,2,1
2522,15739068,Nwoye,Germany,Male,25,4,2,1,0,5,1,0,0
2523,15758056,Calabresi,France,Male,35,1,2,0,0,4,1,0,0
2524,15742269,Milano,France,Female,24,1,2,0,0,4,1,0,0
2525,15726490,Kirby,Spain,Male,52,4,1,1,0,1,0,1,1
2526,15738411,Ho,France,Male,34,10,1,1,0,5,1,0,0
2527,15727919,Chukwuemeka,Spain,Female,29,6,2,0,0,5,1,0,0
2528,15709396,Hale,France,Male,42,6,2,1,0,5,1,0,0
2529,15654106,K?,France,Male,26,8,2,1,0,5,1,0,0
2530,15621653,Rice,France,Female,29,10,1,1,0,4,1,0,0
2531,15598086,Brown,France,Female,45,3,1,0,1,2,0,1,1
2532,15752300,Sagese,Germany,Male,47,4,1,1,0,4,1,0,0
2533,15658693,Aksyonova,France,Female,60,2,2,1,0,5,1,0,0
2534,15631838,Findlay,France,Male,61,5,2,1,0,4,1,0,0
2535,15803804,Walker,Germany,Female,35,5,1,0,0,4,1,0,0
2536,15578809,Hao,Germany,Male,40,1,2,0,1,3,0,2,1
2537,15752026,Hammer,France,Male,58,3,1,1,0,0,0,1,1
2538,15723706,Abbott,France,Female,33,0,1,0,0,4,1,0,0
2539,15752838,Lucas,Spain,Male,38,6,2,1,0,5,1,0,0
2540,15569571,Davydova,Germany,Female,46,6,2,0,0,0,0,1,1
2541,15769703,West,Germany,Female,45,8,1,0,1,2,0,2,1
2542,15679770,Smith,France,Female,61,3,4,1,0,1,0,2,1
2543,15791102,Mai,Germany,Male,41,9,3,1,0,1,0,1,1
2544,15655192,Fiorentino,Spain,Female,24,1,2,1,0,5,1,0,0
2545,15709487,Freeman,Germany,Male,34,5,2,0,0,4,1,0,0
2546,15687130,Nkemjika,France,Female,43,0,1,1,0,4,1,0,0
2547,15755178,Ramos,France,Male,50,1,3,1,1,0,0,1,1
2548,15634772,Mario,Spain,Female,59,0,1,1,0,4,1,0,0
2549,15617197,Chien,France,Male,50,4,2,1,1,3,0,1,1
2550,15631240,Dubinina,France,Female,36,8,2,1,0,2,0,2,1
2551,15784301,Wang,France,Male,42,0,2,0,0,4,1,0,0
2552,15631310,Hsieh,France,Female,53,3,1,1,0,4,1,0,0
2553,15756560,Moran,Spain,Female,46,7,2,0,0,4,1,0,0
2554,15732270,Hung,Spain,Male,71,8,1,1,0,2,0,2,1
2555,15739357,Moss,Spain,Male,30,2,1,0,0,5,1,0,0
2556,15771540,Fedorova,France,Male,38,9,1,0,0,5,1,0,0
2557,15567486,Li,Spain,Female,41,4,2,1,0,5,1,0,0
2558,15714634,Nebechi,France,Male,26,4,2,0,0,4,1,0,0
2559,15727021,Obialo,Germany,Female,30,8,2,1,0,5,1,0,0
2560,15650670,Bateson,Germany,Female,40,2,2,0,0,4,1,0,0
2561,15711834,Long,Spain,Female,30,6,1,0,0,3,0,1,1
2562,15729763,Nelson,Spain,Male,34,1,1,1,0,4,1,0,0
2563,15646566,Bell,France,Female,58,9,1,1,0,5,1,0,0
2564,15645463,Udinese,France,Female,27,5,2,1,0,4,1,0,0
2565,15672144,Mao,France,Female,38,6,1,1,0,1,0,2,1
2566,15596088,Fanucci,France,Female,50,4,2,1,0,4,1,0,0
2567,15614878,Yeh,Germany,Female,29,6,1,1,0,4,1,0,0
2568,15635240,Onuoha,France,Male,42,1,2,0,0,5,1,0,0
2569,15775905,Moore,Germany,Female,47,6,1,1,0,0,0,2,1
2570,15700657,Thornton,Germany,Female,40,2,1,0,0,4,1,0,0
2571,15611905,Warlow-Davies,Spain,Female,31,5,1,0,0,5,1,0,0
2572,15652527,Champion,France,Male,44,7,1,1,0,4,1,0,0
2573,15785865,Mazzanti,France,Male,58,9,2,1,0,4,1,0,0
2574,15645942,Macleod,Spain,Male,40,2,2,1,0,4,1,0,0
